,Installation Code,District,Municipality,Geographic Coordinates,Installed Power [kVA],Usage Level [%],Construction Type,Contracted Power [kVA],Number of Clients,Power Generation [kW],Number of Client Producers,Usage Histogram,DistrictCode,DistrictMunicipalityCode
33300,1313D2017300,Porto,Póvoa de Varzim,"41.392433815280356, -8.773985185584971",630,0%-19%,Cabine baixa em edifício próprio,1414.50,224,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3465.0;4848.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
33301,1313D2032500,Porto,Póvoa de Varzim,"41.39633587978173, -8.772615104100128",630,0%-19%,Cabine pré-fabricada,369.15,54,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8308.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1313
33302,1304D2020600,Porto,Gondomar,"41.14324201555316, -8.536721200249591",400,20%-39%,Cabine alta,1138.93,161,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2449.75;4435.0;1427.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
33303,1304D2005600,Porto,Gondomar,"41.09745002157038, -8.521047461370566",250,0%-19%,Cabine alta,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6611.25;1704.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
33304,1304D2014200,Porto,Gondomar,"41.05606315753041, -8.386412167912642",100,80%-99%,Aéreo - AS,742.90,121,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1.0;848.5;2710.25;2164.75;1349.0;762.0;417.5;58.75;0.0;0.0;0.0),13,1304
33305,1304D2065600,Porto,Gondomar,"41.15467572474189, -8.540496898691046",400,0%-19%,Cabine baixa em edifício próprio,644.00,96,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5469.75;2850.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
33330,1317D2058600,Porto,Vila Nova de Gaia,"41.137829145893924, -8.637570680714981",1890,20%-39%,Cabine baixa integrada em edifício,982.35,68,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3690.75;4454.25;166.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33331,1317D2007500,Porto,Vila Nova de Gaia,"41.01320069616625, -8.501556469747232",250,40%-59%,Cabine alta,962.57,123,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;758.25;3902.75;2045.5;867.5;246.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33332,1317D2040000,Porto,Vila Nova de Gaia,"41.13323879635739, -8.645539672667097",1260,0%-19%,Cabine baixa em edifício próprio,1859.51,231,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3870.25;4437.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33333,1312D2025300,Porto,Porto,"41.14477831561954, -8.617870152102325",630,40%-59%,Cabine baixa integrada em edifício,1576.63,149,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1624.5;2274.0;3050.25;1137.5;225.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33334,1312D2047600,Porto,Porto,"41.153568651507754, -8.60975653362388",630,0%-19%,Cabine subterrânea,504.07,82,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2127.75;6185.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33335,1312D2028700,Porto,Porto,"41.16730913850259, -8.61151626217166",1260,0%-19%,Cabine baixa em edifício próprio,2081.50,322,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2917.0;2322.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33336,1312D2076900,Porto,Porto,"41.14919366504061, -8.602630632619194",1260,0%-19%,Cabine baixa integrada em edifício,1645.11,252,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7710.5;605.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33338,1316D2043100,Porto,Vila do Conde,"41.274266324704286, -8.724039568862233",630,0%-19%,Cabine baixa em edifício próprio,769.35,120,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8233.75;77.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
33365,1306D2013300,Porto,Maia,"41.24466305200987, -8.612690381032223",200,40%-59%,Cabine baixa em edifício próprio,787.50,93,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;246.75;2268.5;3104.5;2116.75;538.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
33366,1306D2046900,Porto,Maia,"41.190842961544156, -8.58871695983659",500,20%-39%,Cabine baixa em edifício próprio,869.01,122,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2361.75;5461.75;486.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
33367,1306D2085900,Porto,Maia,"41.23087093451672, -8.569579906159694",250,N/D,Cabine pré-fabricada,N/D,<20,N/D,<20,,13,1306
33368,1306D2062100,Porto,Maia,"41.27907481063052, -8.617087350185919",400,0%-19%,Cabine baixa em edifício próprio,516.35,80,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7857.5;458.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
33411,0104D2012400,Aveiro,Arouca,"40.9168705428352, -8.242067820336903",100,0%-19%,Aéreo - AS,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8326.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
33412,0104D2013500,Aveiro,Arouca,"40.93492159360725, -8.358943607881136",250,0%-19%,Aéreo - AI,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7609.25;702.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
33423,1315D2010500,Porto,Valongo,"41.22155365477678, -8.554195551197546",400,20%-39%,Cabine baixa integrada em edifício,1002.30,164,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1755.0;4450.5;2108.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
33441,1310D2006300,Porto,Paredes,"41.1853055581545, -8.433300608853921",400,20%-39%,Cabine alta,1146.80,135,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;111.5;111.25;2169.0;3527.5;2389.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
33455,1308D2017000,Porto,Matosinhos,"41.19513803580895, -8.660083871775395",400,40%-59%,Cabine alta,874.11,117,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;109.25;674.5;3111.25;2432.0;1485.25;500.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33475,0116D2013800,Aveiro,São João da Madeira,"40.90642995806819, -8.498268108605211",630,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4987.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,116
33477,1304D2045900,Porto,Gondomar,"41.101667330237156, -8.468578083029964",250,0%-19%,Cabine pré-fabricada,510.60,66,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5318.5;2994.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
33480,1312D2002000,Porto,Porto,"41.146052002207064, -8.614265240758648",1890,20%-39%,Cabine baixa integrada em edifício,4002.61,326,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.25;2828.0;2484.0;2989.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33481,1312D2027600,Porto,Porto,"41.15562135338959, -8.67971457974955",630,20%-39%,Cabine baixa integrada em edifício,789.20,79,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2582.5;5364.25;370.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33482,1312D2005400,Porto,Porto,"41.147161643140976, -8.626176759677424",630,0%-19%,Cabine baixa integrada em edifício,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8313.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33486,1315D2009900,Porto,Valongo,"41.2097773994441, -8.560601208252443",1030,20%-39%,Cabine baixa integrada em edifício,2119.83,359,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.5;4798.0;2823.5;594.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
33487,1315D2001100,Porto,Valongo,"41.20038601700662, -8.498353159522306",160,20%-39%,Cabine alta,603.49,89,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.0;3621.25;3495.75;1171.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
33488,1315D2030100,Porto,Valongo,"41.22161335989686, -8.53395497019299",400,0%-19%,Cabine baixa integrada em edifício,281.75,48,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8325.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
33489,1315D2039100,Porto,Valongo,"41.202014981304885, -8.508955591905698",630,0%-19%,Cabine pré-fabricada,797.85,132,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6931.25;1367.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
33494,0104D2010700,Aveiro,Arouca,"40.97260432580756, -8.375200037496278",100,0%-19%,Aéreo - AS,162.32,29,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;780.5;5866.75;1676.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
33501,1317D2015000,Porto,Vila Nova de Gaia,"41.12630373329159, -8.611831084901523",630,20%-39%,Cabine baixa em edifício próprio,1628.66,225,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.25;3636.0;2963.25;1707.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33521,1306D2003200,Porto,Maia,"41.22411811782151, -8.570566827651426",630,20%-39%,Cabine alta,1688.20,270,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;228.0;6248.5;1835.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
33534,1310D2011600,Porto,Paredes,"41.21568086804883, -8.382428095465936",400,40%-59%,Cabine alta,1290.31,161,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;466.75;2921.5;2180.0;1646.25;1096.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
33535,1310D2027100,Porto,Paredes,"41.14982559457717, -8.389325897783372",400,20%-39%,Cabine baixa integrada em edifício,766.59,125,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4808.0;3384.5;126.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
33542,1316D2022400,Porto,Vila do Conde,"41.38868847623977, -8.713757756779808",250,40%-59%,Cabine alta,364.55,32,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2867.5;3783.75;587.0;445.25;606.75;21.75;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
33543,1316D2053400,Porto,Vila do Conde,"41.33643034998543, -8.686622649059107",400,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8302.0;16.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
33544,1316D2031300,Porto,Vila do Conde,"41.36722713007757, -8.628089434864803",315,0%-19%,Cabine alta,358.80,57,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7325.75;986.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
33565,1308D2060300,Porto,Matosinhos,"41.177976904078584, -8.681597924636243",800,0%-19%,Cabine baixa em edifício próprio,890.19,112,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7867.5;445.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33598,0119D2013000,Aveiro,Vale de Cambra,"40.81107126032179, -8.341110993456079",100,0%-19%,Aéreo - AS,236.94,45,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.25;6979.75;1311.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,119
33618,0107D2010300,Aveiro,Espinho,"41.01193928340368, -8.640648352337081",400,20%-39%,Cabine baixa integrada em edifício,1255.55,213,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2002.0;5625.25;680.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,107
33647,0109D2053100,Aveiro,Santa Maria da Feira,"40.967149112418504, -8.537156719919823",630,0%-19%,Cabine pré-fabricada,250.01,24,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8318.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
33661,1308D2025500,Porto,Matosinhos,"41.26587391407955, -8.72619591002648",630,40%-59%,Cabine baixa em edifício próprio,2637.98,328,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;1.25;2187.25;2585.5;2431.5;1104.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33668,0113D2040500,Aveiro,Oliveira de Azeméis,"40.83842591830286, -8.502241008962201",250,N/D,Cabine pré-fabricada,N/D,<20,N/D,<20,,1,113
33669,0113D2019300,Aveiro,Oliveira de Azeméis,"40.8627496811625, -8.43210643738514",250,20%-39%,Aéreo - AI,609.35,94,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;212.75;5476.5;2283.25;334.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
33680,1316D2055700,Porto,Vila do Conde,"41.30346462367381, -8.698991161152385",160,0%-19%,Cabine pré-fabricada,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7972.25;349.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
33681,1316D2028300,Porto,Vila do Conde,"41.35436926247839, -8.743719766091873",630,0%-19%,Cabine baixa integrada em edifício,313.07,37,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7463.25;853.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1316
33682,1304D2009400,Porto,Gondomar,"41.10710588280163, -8.531478156516052",630,20%-39%,Cabine alta,1737.67,223,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.75;5011.75;2931.0;344.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
33683,1304D2051300,Porto,Gondomar,"41.17643569674271, -8.543965136064834",1030,0%-19%,Cabine baixa em edifício próprio,994.79,146,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6279.5;2033.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
33684,1304D2029500,Porto,Gondomar,"41.16553717501659, -8.536289798804386",400,20%-39%,Cabine baixa em edifício próprio,691.24,102,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2886.75;4552.0;870.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1304
33698,1317D2091400,Porto,Vila Nova de Gaia,"41.05578875633664, -8.634119176997698",400,20%-39%,Cabine baixa em edifício próprio,1152.13,162,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;959.0;5083.25;2067.0;203.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33699,1317D2026600,Porto,Vila Nova de Gaia,"41.088240211608, -8.588079785520694",630,0%-19%,Cabine alta,894.50,109,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4402.75;3911.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33703,1306D2028200,Porto,Maia,"41.24927022889514, -8.629124665594373",630,20%-39%,Cabine pré-fabricada,747.50,24,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;486.5;3860.75;2549.0;1357.0;57.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
33704,1306D2047400,Porto,Maia,"41.21034192262302, -8.565229316714314",630,20%-39%,Cabine baixa integrada em edifício,1523.44,244,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1445.25;5953.0;910.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1306
33706,1310D2033000,Porto,Paredes,"41.20000996150092, -8.341112880236706",400,20%-39%,Cabine baixa em edifício próprio,1173.00,213,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1233.75;4777.0;2108.75;194.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1310
33729,1318D2017500,Porto,Trofa,"41.30567799753834, -8.58543827417916",160,60%-79%,Aéreo - AI,715.96,113,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;1268.75;2694.5;1656.5;946.25;905.0;721.5;109.5;0.0;0.0;0.0;0.0),13,1318
33735,0104D2024900,Aveiro,Arouca,"40.933208910214724, -8.322330870090763",100,0%-19%,Aéreo - AS,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8506.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
33736,0104D2002800,Aveiro,Arouca,"40.9011446871417, -8.143297362858965",100,0%-19%,Aéreo - AS,112.79,24,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8294.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,104
33742,1315D2028100,Porto,Valongo,"41.19566859674178, -8.510923288322811",250,0%-19%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7789.75;529.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1315
33743,1315D2047900,Porto,Valongo,"41.24107455469312, -8.462328359766047",50,60%-79%,Aéreo - AS,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;5751.25;414.5;581.0;585.25;415.0;422.5;148.75;0.0;0.0;0.0;0.0;0.0),13,1315
33820,1312D2083000,Porto,Porto,"41.17803557937643, -8.620979371343287",630,0%-19%,Cabine subterrânea,792.35,144,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8315.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33821,1312D2092800,Porto,Porto,"41.1730238903824, -8.636737807024126",630,0%-19%,Cabine baixa em edifício próprio,1263.35,190,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8286.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1312
33840,1317D2108500,Porto,Vila Nova de Gaia,"41.08481149340599, -8.605437396456338",400,0%-19%,Cabine baixa em edifício próprio,347.01,94,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8317.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33841,1317D2084600,Porto,Vila Nova de Gaia,"41.05107357476666, -8.641317655842855",400,20%-39%,Cabine baixa em edifício próprio,1312.28,217,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;4633.25;3016.75;662.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33876,1308D2033300,Porto,Matosinhos,"41.22905909523838, -8.684796770265715",630,40%-59%,Cabine alta,2311.50,317,54.24,31,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;4202.5;3044.0;1011.25;35.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33877,1308D2012900,Porto,Matosinhos,"41.18125655631822, -8.630957459864534",500,0%-19%,Cabine alta,385.25,52,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8248.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33878,0113D2026800,Aveiro,Oliveira de Azeméis,"40.87920157570576, -8.442301599470046",400,20%-39%,Cabine baixa integrada em edifício,695.60,89,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3520.5;4779.5;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
33879,0113D2035000,Aveiro,Oliveira de Azeméis,"40.88398233968378, -8.413659592740839",400,0%-19%,Cabine baixa em edifício próprio,244.95,39,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8320.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,113
33948,1318D2002900,Porto,Trofa,"41.287973513623605, -8.543857248628303",250,20%-39%,Cabine alta,464.60,55,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1867.0;4646.75;1799.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1318
33966,1308D2022200,Porto,Matosinhos,"41.19945411700436, -8.658706530800433",630,40%-59%,Cabine alta,1789.41,289,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1087.5;3086.5;1090.75;214.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33967,1308D2045300,Porto,Matosinhos,"41.2226459690127, -8.711910139423766",630,20%-39%,Cabine baixa em edifício próprio,1584.56,217,48.10,25,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.25;4679.25;3088.0;460.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33968,1308D2020600,Porto,Matosinhos,"41.19983697212394, -8.671991679118305",630,40%-59%,Cabine alta,2585.66,412,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;75.5;608.25;3641.0;2350.5;1187.75;444.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33969,1308D2024400,Porto,Matosinhos,"41.22018956907776, -8.650474589558842",400,0%-19%,Cabine alta,496.80,65,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8311.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1308
33989,1317D2088800,Porto,Vila Nova de Gaia,"41.12139354638479, -8.662169133370492",400,40%-59%,Cabine baixa integrada em edifício,1326.76,154,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;99.0;3466.0;2976.0;1585.75;186.75;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33990,1317D2045800,Porto,Vila Nova de Gaia,"41.12827567762616, -8.629280066169969",630,0%-19%,Cabine baixa em edifício próprio,996.78,164,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;646.75;4558.0;3105.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33991,1317D2137200,Porto,Vila Nova de Gaia,"41.05745256215586, -8.564621357359862",630,20%-39%,Cabine baixa em edifício próprio,N/D,<20,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;142.25;885.75;5398.0;1772.25;115.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33992,1317D2049600,Porto,Vila Nova de Gaia,"41.06879462350885, -8.651950050013976",630,20%-39%,Cabine baixa em edifício próprio,806.15,63,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.25;1593.25;6030.75;677.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33993,1317D2021800,Porto,Vila Nova de Gaia,"41.108396196671386, -8.582153535233354",630,20%-39%,Cabine alta,1158.96,141,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1059.0;5043.5;2159.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),13,1317
33999,0109D2018700,Aveiro,Santa Maria da Feira,"40.95212093264637, -8.56725103537177",400,40%-59%,Cabine alta,1882.55,260,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.5;2531.75;3292.5;1766.5;690.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
34000,0109D2068500,Aveiro,Santa Maria da Feira,"41.00487301038895, -8.564075641604289",630,0%-19%,Cabine pré-fabricada,331.20,53,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8310.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
34001,0109D2046900,Aveiro,Santa Maria da Feira,"40.91752931368174, -8.497386771937913",400,0%-19%,Cabine baixa em edifício próprio,504.85,79,N/D,<20,(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5415.0;2914.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0),1,109
