Installation Code;District;Municipality;Geographic Coordinates;Installed Power [kVA];Usage Level [%];Construction Type;Contracted Power [kVA];Number of Clients;Power Generation [kW];Number of Client Producers;Usage Histogram;DistrictCode;DistrictMunicipalityCode
1312D2101900;Porto;Porto;41.17671955800496, -8.641197466299216;400;20%-39%;Cabine baixa em edifício próprio;738.30;104;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;440.75;6240.25;1630.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2107100;Porto;Porto;41.170277145412776, -8.627591341599562;630;0%-19%;Cabine pré-fabricada;528.44;75;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8312.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2116800;Porto;Porto;41.17354628898301, -8.636093141501355;630;0%-19%;Cabine pré-fabricada;706.57;99;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7234.0;1082.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2023700;Porto;Porto;41.16231262275917, -8.623962300623106;630;20%-39%;Cabine baixa em edifício próprio;676.20;112;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3587.0;4509.5;217.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2084400;Porto;Porto;41.15867529971499, -8.597615805207734;400;20%-39%;Cabine baixa em edifício próprio;1353.40;195;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;522.0;3117.75;3237.75;1434.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2029600;Porto;Porto;41.146262763783426, -8.604847107588354;800;20%-39%;Cabine subterrânea;1887.33;257;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.5;3135.5;3628.25;1545.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2106800;Porto;Porto;41.15832563942914, -8.590931711262817;630;0%-19%;Cabine baixa em edifício próprio;576.78;103;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8312.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2093400;Porto;Porto;41.175142195673814, -8.624029844883175;630;0%-19%;Cabine baixa em edifício próprio;812.43;161;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8309.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2101800;Porto;Porto;41.17689283612969, -8.631063529531;630;0%-19%;Cabine baixa em edifício próprio;511.91;88;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8309.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2026900;Porto;Porto;41.15547707946467, -8.61318264358319;630;40%-59%;Cabine baixa em edifício próprio;1966.78;303;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.25;2912.5;3648.5;1626.5;120.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2064200;Porto;Porto;41.153199906415956, -8.634268411651998;630;20%-39%;Cabine baixa em edifício próprio;1905.18;186;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;2424.25;4153.0;1735.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2056300;Porto;Porto;41.162301048343224, -8.649912691875638;630;20%-39%;Cabine subterrânea;1192.56;128;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4197.75;4069.5;43.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2017400;Porto;Porto;41.157933652813114, -8.630589924569993;0;N/D;Cabine baixa integrada em edifício;N/D;<20;N/D;<20;;13;1312
1312D2032700;Porto;Porto;41.16325594166549, -8.589541747073186;630;20%-39%;Cabine subterrânea;1626.50;156;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.75;1852.25;4141.75;2314.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2036400;Porto;Porto;41.178981413533876, -8.61830867589468;630;0%-19%;Cabine subterrânea;722.25;94;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6626.0;1685.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2101100;Porto;Porto;41.15481091235824, -8.648117226458751;630;20%-39%;Cabine subterrânea;1153.71;149;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2954.0;3924.25;1418.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2009600;Porto;Porto;41.1761119999004, -8.626721665201867;630;20%-39%;Cabine baixa em edifício próprio;1235.68;209;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;822.0;4152.0;3053.25;285.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2075000;Porto;Porto;41.16334321590028, -8.573204206346407;630;0%-19%;Cabine baixa em edifício próprio;1084.55;169;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4443.5;3868.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2088800;Porto;Porto;41.157896321099486, -8.617116286732504;400;0%-19%;Cabine baixa em edifício próprio;261.19;22;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5628.25;2645.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2079500;Porto;Porto;41.15598356878193, -8.674003281819557;630;20%-39%;Cabine baixa em edifício próprio;1387.58;103;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1822.5;5405.0;1084.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2096900;Porto;Porto;41.15577759680649, -8.618261426340208;400;0%-19%;Cabine baixa integrada em edifício;523.25;61;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6423.25;1888.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2145500;Porto;Porto;41.172538729681435, -8.687760077526661;630;N/D;Cabine baixa em edifício próprio;N/D;<20;N/D;<20;;13;1312
1312D2051500;Porto;Porto;41.157898804525914, -8.595582426012182;630;0%-19%;Cabine subterrânea;569.25;95;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8328.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2094200;Porto;Porto;41.15578288529983, -8.667391165031168;630;0%-19%;Cabine baixa em edifício próprio;1072.95;84;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3947.75;4365.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2022400;Porto;Porto;41.147278315425524, -8.608455186249863;630;20%-39%;Cabine subterrânea;624.27;46;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2989.5;3310.75;2010.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2028900;Porto;Porto;41.164448993170005, -8.601657910802254;1260;20%-39%;Cabine subterrânea;2661.57;423;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;857.0;5002.0;2449.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2031500;Porto;Porto;41.150923165831195, -8.637805733301619;630;0%-19%;Cabine subterrânea;615.26;105;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6816.75;1502.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2099200;Porto;Porto;41.184237785858286, -8.613603583178726;400;20%-39%;Cabine baixa integrada em edifício;740.84;130;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1804.0;5416.75;989.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2999400;Porto;Porto;41.1790694584607, -8.589969999289655;400;N/D;Cabine baixa em edifício próprio;N/D;<20;N/D;<20;;13;1312
1312D2040900;Porto;Porto;41.149270463502994, -8.65975411734108;630;0%-19%;Cabine subterrânea;1020.55;145;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5302.0;3011.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2077200;Porto;Porto;41.1601545145987, -8.643406970576631;1260;0%-19%;Cabine baixa integrada em edifício;2005.36;222;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2985.75;4341.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2119400;Porto;Porto;41.16434315093583, -8.584323060019978;3780;20%-39%;Cabine baixa integrada em edifício;2351.37;88;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3279.0;822.75;4170.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2051800;Porto;Porto;41.15410973429572, -8.642175751114674;630;0%-19%;Cabine subterrânea;570.98;39;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5435.5;2877.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2008100;Porto;Porto;41.16067715205577, -8.593428846947193;630;20%-39%;Cabine baixa integrada em edifício;1744.02;226;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2312.5;4901.25;1099.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2086000;Porto;Porto;41.163826797668776, -8.675185924950817;630;20%-39%;Cabine baixa integrada em edifício;1462.56;128;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1038.0;5217.0;1989.0;66.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2015600;Porto;Porto;41.15698080222403, -8.595970441149674;630;40%-59%;Cabine baixa em edifício próprio;2161.22;375;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;448.75;2998.5;3116.75;1537.0;210.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2010200;Porto;Porto;41.1496602959908, -8.652748924923495;630;20%-39%;Cabine baixa em edifício próprio;2056.21;280;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;192.75;4435.0;2838.5;845.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2026100;Porto;Porto;41.17507790068165, -8.609509014699574;630;20%-39%;Cabine subterrânea;2116.94;345;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.0;4224.75;2897.75;1124.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2071600;Porto;Porto;41.155869104340475, -8.66630167818148;630;40%-59%;Cabine baixa em edifício próprio;2810.30;287;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;238.5;2580.25;3657.5;1667.0;167.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2048000;Porto;Porto;41.15821567431709, -8.598118823968706;630;0%-19%;Cabine subterrânea;276.00;51;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8319.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2009100;Porto;Porto;41.16841880352212, -8.59258625911052;630;40%-59%;Cabine baixa em edifício próprio;2187.02;249;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;275.75;3825.5;2477.75;1512.25;182.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2138600;Porto;Porto;41.15301609552053, -8.583388579662625;630;0%-19%;Cabine baixa em edifício próprio;N/D;<20;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7356.75;963.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2089800;Porto;Porto;41.15032619016962, -8.627296004108501;1000;0%-19%;Cabine baixa em edifício próprio;604.90;104;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8333.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2097800;Porto;Porto;41.15222192246928, -8.596872601682964;630;0%-19%;Cabine baixa integrada em edifício;687.81;111;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6325.5;1988.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2050400;Porto;Porto;41.16503051361291, -8.630166395239735;630;0%-19%;Cabine subterrânea;864.81;112;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7186.0;1124.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2055900;Porto;Porto;41.159243178583665, -8.608382121762045;630;0%-19%;Cabine subterrânea;1425.15;209;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2474.25;5838.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2000900;Porto;Porto;41.1563287597259, -8.625072400948355;630;0%-19%;Cabine baixa em edifício próprio;609.53;77;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8288.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2001800;Porto;Porto;41.15545883071501, -8.610149205531986;1260;0%-19%;Cabine subterrânea;3735.00;529;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4133.25;4179.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2058800;Porto;Porto;41.173545775019576, -8.589730854204257;630;0%-19%;Cabine subterrânea;1027.11;124;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6430.0;1881.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2011700;Porto;Porto;41.14569862574569, -8.608453471476034;400;0%-19%;Cabine baixa em edifício próprio;807.58;106;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6737.5;1574.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2099700;Porto;Porto;41.16777612263675, -8.646350637520653;630;0%-19%;Cabine pré-fabricada;1095.97;126;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4359.25;3951.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2051600;Porto;Porto;41.16471017202354, -8.646160922864393;1260;20%-39%;Cabine baixa integrada em edifício;2314.82;229;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2100.5;5899.5;274.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2057000;Porto;Porto;41.16206011856331, -8.653008989264622;630;20%-39%;Cabine subterrânea;1098.01;54;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;39.0;3602.75;3489.0;1178.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2998900;Porto;Porto;41.14825242668927, -8.642531016426341;630;N/D;Cabine baixa em edifício próprio;816.05;86;N/D;<20;;13;1312
1312D2067000;Porto;Porto;41.17108833981013, -8.598421044333183;630;20%-39%;Cabine baixa integrada em edifício;1910.15;312;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;665.25;4464.5;2433.5;748.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2091100;Porto;Porto;41.15474438655347, -8.669540877284454;630;20%-39%;Cabine baixa em edifício próprio;2098.37;207;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.5;4614.75;3507.0;179.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2040700;Porto;Porto;41.175239533724195, -8.662015783777404;1260;20%-39%;Cabine baixa em edifício próprio;2535.76;308;67.46;29;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2078.25;5145.5;789.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2069600;Porto;Porto;41.18080997963394, -8.639605954569774;400;0%-19%;Cabine baixa em edifício próprio;104.47;23;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8334.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2097700;Porto;Porto;41.16748444474733, -8.653153351598757;630;0%-19%;Cabine baixa integrada em edifício;542.98;74;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8227.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2039900;Porto;Porto;41.16090940158987, -8.668111358371865;630;0%-19%;Cabine subterrânea;1282.27;86;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6656.25;1658.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2066100;Porto;Porto;41.15907361424572, -8.642918478430927;630;20%-39%;Cabine baixa em edifício próprio;1159.16;146;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1671.75;5710.25;927.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2081400;Porto;Porto;41.15929005521059, -8.628414061597978;630;20%-39%;Cabine baixa em edifício próprio;815.42;90;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4457.75;3744.25;91.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2074100;Porto;Porto;41.15937080757417, -8.638922264608889;1260;0%-19%;Cabine baixa integrada em edifício;597.18;32;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8304.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2037200;Porto;Porto;41.152696025487494, -8.597511848447983;630;0%-19%;Cabine subterrânea;1000.06;178;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4971.5;3340.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2037900;Porto;Porto;41.155970429616595, -8.600386862866243;630;20%-39%;Cabine subterrânea;1129.30;207;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4698.25;3338.5;274.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2067800;Porto;Porto;41.169072197142555, -8.64988161260414;630;20%-39%;Cabine baixa integrada em edifício;1811.76;289;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;973.75;3821.75;3228.75;286.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2128200;Porto;Porto;41.177354805601546, -8.63287938058197;630;0%-19%;Cabine baixa em edifício próprio;816.23;104;32.40;38;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7298.0;1016.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2007300;Porto;Porto;41.16704568620024, -8.634327500756108;630;20%-39%;Cabine baixa em edifício próprio;2184.21;343;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.0;3823.75;3591.25;769.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2004000;Porto;Porto;41.16518833930394, -8.600076745091286;1260;0%-19%;Cabine baixa em edifício próprio;1593.91;251;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6561.75;1752.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2038700;Porto;Porto;41.160869744226616, -8.607137360044097;630;40%-59%;Cabine subterrânea;2178.53;299;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.5;1758.75;1855.0;3535.75;1091.75;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2052400;Porto;Porto;41.154209096869984, -8.593964212981371;630;0%-19%;Cabine subterrânea;295.55;49;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8311.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2998400;Porto;Porto;41.14628601304737, -8.610124925332544;630;N/D;Cabine baixa em edifício próprio;760.77;74;N/D;<20;;13;1312
1312D2125700;Porto;Porto;41.17381636594934, -8.588260935734045;630;0%-19%;Cabine pré-fabricada;761.87;114;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8322.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2086300;Porto;Porto;41.16278830765559, -8.624604676699121;630;0%-19%;Cabine baixa integrada em edifício;457.16;43;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8310.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2121400;Porto;Porto;41.15785297392013, -8.597920648125157;630;0%-19%;Cabine baixa integrada em edifício;618.71;81;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7491.5;820.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2011900;Porto;Porto;41.14164775572021, -8.596705116849815;630;0%-19%;Cabine baixa em edifício próprio;756.71;122;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4949.25;3361.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2039500;Porto;Porto;41.15209408030738, -8.627231948732561;630;20%-39%;Cabine subterrânea;1096.82;117;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2778.0;4873.5;661.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2055500;Porto;Porto;41.148956893455555, -8.67153042871755;630;20%-39%;Cabine subterrânea;1514.61;156;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1878.25;6051.5;381.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2071900;Porto;Porto;41.15944250334812, -8.682786336460849;400;20%-39%;Cabine baixa integrada em edifício;1033.53;113;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2890.0;4744.25;677.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2031400;Porto;Porto;41.161676699042104, -8.568241709778608;630;40%-59%;Cabine baixa em edifício próprio;1930.51;446;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;248.75;3576.0;3100.25;1252.5;133.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2038100;Porto;Porto;41.15034283995902, -8.658694343917418;630;0%-19%;Cabine subterrânea;967.24;103;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5410.5;2903.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2026400;Porto;Porto;41.14480104561904, -8.613802555578225;630;0%-19%;Cabine baixa integrada em edifício;2066.76;334;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2417.5;5898.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2077700;Porto;Porto;41.15779473174574, -8.577993718904265;400;40%-59%;Cabine baixa integrada em edifício;857.20;138;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62.25;2810.75;3545.75;1739.75;153.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2121800;Porto;Porto;41.15995173829156, -8.64552189150148;3150;0%-19%;Cabine baixa integrada em edifício;1775.96;88;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7801.5;507.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2117700;Porto;Porto;41.15405228719365, -8.677731840388256;400;0%-19%;Cabine baixa em edifício próprio;795.40;71;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4567.75;3663.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2118500;Porto;Porto;41.1856366168978, -8.605830473014553;630;0%-19%;Cabine pré-fabricada;1026.99;158;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8110.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
1312D2021400;Porto;Porto;41.155681206884104, -8.629590887330853;630;20%-39%;Cabine subterrânea;1217.86;106;N/D;<20;"(0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;592.5;4008.25;2701.0;1011.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0)";13;1312
